Dataset	Variable stem	Variable	Variable label	Current topic	Topic label	New topic
us3_c_indresp	 scghqf	c_scghqf	ghq: problem overcoming difficulties	10403	Wellbeing	10323
us3_c_indresp	 scghqe	c_scghqe	ghq: constantly under strain	10403	Wellbeing	10323
us3_c_indresp	 scghqe	c_scghqe	ghq: constantly under strain	10403	Wellbeing	10323
us3_c_indresp	 scghqd	c_scghqd	ghq: capable of making decisions	10403	Wellbeing	10323
us3_c_indresp	 scghqd	c_scghqd	ghq: capable of making decisions	10403	Wellbeing	10323
us3_c_indresp	 scghqc	c_scghqc	ghq: playing a useful role	10403	Wellbeing	10323
us3_c_indresp	 scghqc	c_scghqc	ghq: playing a useful role	10403	Wellbeing	10323
us3_c_indresp	 scghqb	c_scghqb	ghq: loss of sleep	10403	Wellbeing	10323
us3_c_indresp	 scghqb	c_scghqb	ghq: loss of sleep	10403	Wellbeing	10323
us3_c_indresp	 scghqa	c_scghqa	ghq: concentration	10403	Wellbeing	10323
us3_c_indresp	 scghqa	c_scghqa	ghq: concentration	10403	Wellbeing	10323
us3_c_indresp	scghq2_dv	c_scghq2_dv	Subjective wellbeing (GHQ): Caseness	10403	Wellbeing	10323
us3_c_indresp	scghq2_dv	c_scghq2_dv	Subjective wellbeing (GHQ): Caseness	10403	Wellbeing	10323
us3_c_indresp	scghq1_dv	c_scghq1_dv	Subjective wellbeing (GHQ): Likert	10403	Wellbeing	10323
us3_c_indresp	scghq1_dv	c_scghq1_dv	Subjective wellbeing (GHQ): Likert	10403	Wellbeing	10323
us2_b_indresp	 scghql	b_scghql	ghq: general happiness	10403	Wellbeing	10323
us2_b_indresp	 scghql	b_scghql	ghq: general happiness	10403	Wellbeing	10323
us2_b_indresp	 scghqk	b_scghqk	ghq: believe in self-worth	10403	Wellbeing	10323
us2_b_indresp	 scghqk	b_scghqk	ghq: believe in self-worth	10403	Wellbeing	10323
us2_b_indresp	 scghqj	b_scghqj	ghq: losing confidence	10403	Wellbeing	10323
us2_b_indresp	 scghqj	b_scghqj	ghq: losing confidence	10403	Wellbeing	10323
us2_b_indresp	 scghqi	b_scghqi	ghq: unhappy or depressed	10403	Wellbeing	10323
us2_b_indresp	 scghqi	b_scghqi	ghq: unhappy or depressed	10403	Wellbeing	10323
us2_b_indresp	 scghqh	b_scghqh	ghq: ability to face problems	10403	Wellbeing	10323
us2_b_indresp	 scghqh	b_scghqh	ghq: ability to face problems	10403	Wellbeing	10323
us2_b_indresp	 scghqg	b_scghqg	ghq: enjoy day-to-day activities	10403	Wellbeing	10323
us2_b_indresp	 scghqg	b_scghqg	ghq: enjoy day-to-day activities	10403	Wellbeing	10323
us2_b_indresp	 scghqf	b_scghqf	ghq: problem overcoming difficulties	10403	Wellbeing	10323
us2_b_indresp	 scghqf	b_scghqf	ghq: problem overcoming difficulties	10403	Wellbeing	10323
us2_b_indresp	 scghqe	b_scghqe	ghq: constantly under strain	10403	Wellbeing	10323
us2_b_indresp	 scghqe	b_scghqe	ghq: constantly under strain	10403	Wellbeing	10323
us2_b_indresp	 scghqd	b_scghqd	ghq: capable of making decisions	10403	Wellbeing	10323
us2_b_indresp	 scghqd	b_scghqd	ghq: capable of making decisions	10403	Wellbeing	10323
us2_b_indresp	 scghqc	b_scghqc	ghq: playing a useful role	10403	Wellbeing	10323
us2_b_indresp	 scghqc	b_scghqc	ghq: playing a useful role	10403	Wellbeing	10323
us2_b_indresp	 scghqb	b_scghqb	ghq: loss of sleep	10403	Wellbeing	10323
us2_b_indresp	 scghqb	b_scghqb	ghq: loss of sleep	10403	Wellbeing	10323
us2_b_indresp	 scghqa	b_scghqa	ghq: concentration	10403	Wellbeing	10323
us2_b_indresp	 scghqa	b_scghqa	ghq: concentration	10403	Wellbeing	10323
us2_b_indresp	scghq2_dv	b_scghq2_dv	Subjective wellbeing (GHQ): Caseness	10403	Wellbeing	10323
us2_b_indresp	scghq2_dv	b_scghq2_dv	Subjective wellbeing (GHQ): Caseness	10403	Wellbeing	10323
us2_b_indresp	scghq1_dv	b_scghq1_dv	Subjective wellbeing (GHQ): Likert	10403	Wellbeing	10323
us2_b_indresp	scghq1_dv	b_scghq1_dv	Subjective wellbeing (GHQ): Likert	10403	Wellbeing	10323
us1_a_indresp	 scghql	a_scghql	ghq: general happiness	10403	Wellbeing	10323
us1_a_indresp	 scghql	a_scghql	ghq: general happiness	10403	Wellbeing	10323
us1_a_indresp	 scghqk	a_scghqk	ghq: believe in self-worth	10403	Wellbeing	10323
us1_a_indresp	 scghqk	a_scghqk	ghq: believe in self-worth	10403	Wellbeing	10323
us1_a_indresp	 scghqj	a_scghqj	ghq: losing confidence	10403	Wellbeing	10323
us1_a_indresp	 scghqj	a_scghqj	ghq: losing confidence	10403	Wellbeing	10323
us1_a_indresp	 scghqi	a_scghqi	ghq: unhappy or depressed	10403	Wellbeing	10323
us1_a_indresp	 scghqi	a_scghqi	ghq: unhappy or depressed	10403	Wellbeing	10323
us1_a_indresp	 scghqh	a_scghqh	ghq: ability to face problems	10403	Wellbeing	10323
us1_a_indresp	 scghqh	a_scghqh	ghq: ability to face problems	10403	Wellbeing	10323
us1_a_indresp	 scghqg	a_scghqg	ghq: enjoy day-to-day activities	10403	Wellbeing	10323
us1_a_indresp	 scghqg	a_scghqg	ghq: enjoy day-to-day activities	10403	Wellbeing	10323
us1_a_indresp	 scghqf	a_scghqf	ghq: problem overcoming difficulties	10403	Wellbeing	10323
us1_a_indresp	 scghqf	a_scghqf	ghq: problem overcoming difficulties	10403	Wellbeing	10323
us1_a_indresp	 scghqe	a_scghqe	ghq: constantly under strain	10403	Wellbeing	10323
us1_a_indresp	 scghqe	a_scghqe	ghq: constantly under strain	10403	Wellbeing	10323
us1_a_indresp	 scghqd	a_scghqd	ghq: capable of making decisions	10403	Wellbeing	10323
us1_a_indresp	 scghqd	a_scghqd	ghq: capable of making decisions	10403	Wellbeing	10323
us1_a_indresp	 scghqc	a_scghqc	ghq: playing a useful role	10403	Wellbeing	10323
us1_a_indresp	 scghqc	a_scghqc	ghq: playing a useful role	10403	Wellbeing	10323
us1_a_indresp	 scghqb	a_scghqb	ghq: loss of sleep	10403	Wellbeing	10323
us1_a_indresp	 scghqb	a_scghqb	ghq: loss of sleep	10403	Wellbeing	10323
us1_a_indresp	 scghqa	a_scghqa	ghq: concentration	10403	Wellbeing	10323
us1_a_indresp	 scghqa	a_scghqa	ghq: concentration	10403	Wellbeing	10323
us1_a_indresp	scghq2_dv	a_scghq2_dv	Subjective wellbeing (GHQ): Caseness	10403	Wellbeing	10323
us1_a_indresp	scghq2_dv	a_scghq2_dv	Subjective wellbeing (GHQ): Caseness	10403	Wellbeing	10323
us1_a_indresp	scghq1_dv	a_scghq1_dv	Subjective wellbeing (GHQ): Likert	10403	Wellbeing	10323
us1_a_indresp	scghq1_dv	a_scghq1_dv	Subjective wellbeing (GHQ): Likert	10403	Wellbeing	10323
us8_h_youth	 ypsrhlth	h_ypsrhlth	In general, would you say your health is..	10323	General health	10323
us8_h_indresp	scsf1	h_scsf1	General health	10323	General health	10323
us8_h_indresp	scsf1	h_scsf1	General health	10323	General health	10323
us8_h_indresp	hcondn18	h_hcondn18	Other long standing/chronic condition, please specify	10323	General health	10323
us8_h_indresp	hcond18	h_hcond18	Other long standing/chronic condition, please specify	10323	General health	10323
us7_g_indresp	scsf1	g_scsf1	General health	10323	General health	10323
us7_g_indresp	scsf1	g_scsf1	General health	10323	General health	10323
us7_g_indresp	hcondn18	g_hcondn18	Other long standing/chronic condition, please specify	10323	General health	10323
us7_g_indresp	hcond18	g_hcond18	Other long standing/chronic condition, please specify	10323	General health	10323
us6_f_youth	 ypsrhlth	f_ypsrhlth	in general, would you say your health is..	10323	General health	10323
us6_f_indresp	scsf1	f_scsf1	general health	10323	General health	10323
us6_f_indresp	scsf1	f_scsf1	general health	10323	General health	10323
us5_e_indresp	scsf1	e_scsf1	general health	10323	General health	10323
us5_e_indresp	scsf1	e_scsf1	general health	10323	General health	10323
us4_d_youth	 ypsrhlth	d_ypsrhlth	in general, would you say your health is..	10323	General health	10323
us4_d_indresp	scsf1	d_scsf1	general health	10323	General health	10323
us4_d_indresp	scsf1	d_scsf1	general health	10323	General health	10323
us3_c_indresp	scsf1	c_scsf1	general health	10323	General health	10323
us3_c_indresp	scsf1	c_scsf1	general health	10323	General health	10323
c_indresp_ns	 scghql	c_scghql	ghq: general happiness	10323	General health	10323
c_indresp_ns	 scghql	c_scghql	ghq: general happiness	10323	General health	10323
c_indresp_ns	 scghqk	c_scghqk	ghq: believe in self-worth	10323	General health	10323
c_indresp_ns	 scghqk	c_scghqk	ghq: believe in self-worth	10323	General health	10323
c_indresp_ns	 scghqj	c_scghqj	ghq: losing confidence	10323	General health	10323
c_indresp_ns	 scghqj	c_scghqj	ghq: losing confidence	10323	General health	10323
c_indresp_ns	 scghqi	c_scghqi	ghq: unhappy or depressed	10323	General health	10323
c_indresp_ns	 scghqi	c_scghqi	ghq: unhappy or depressed	10323	General health	10323
c_indresp_ns	 scghqh	c_scghqh	ghq: ability to face problems	10323	General health	10323
c_indresp_ns	 scghqh	c_scghqh	ghq: ability to face problems	10323	General health	10323
c_indresp_ns	 scghqg	c_scghqg	ghq: enjoy day-to-day activities	10323	General health	10323
c_indresp_ns	 scghqg	c_scghqg	ghq: enjoy day-to-day activities	10323	General health	10323
c_indresp_ns	 scghqf	c_scghqf	ghq: problem overcoming difficulties	10323	General health	10323
c_indresp_ns	 scghqf	c_scghqf	ghq: problem overcoming difficulties	10323	General health	10323
c_indresp_ns	 scghqe	c_scghqe	ghq: constantly under strain	10323	General health	10323
c_indresp_ns	 scghqe	c_scghqe	ghq: constantly under strain	10323	General health	10323
c_indresp_ns	 scghqd	c_scghqd	ghq: capable of making decisions	10323	General health	10323
c_indresp_ns	 scghqd	c_scghqd	ghq: capable of making decisions	10323	General health	10323
c_indresp_ns	 scghqc	c_scghqc	ghq: playing a useful role	10323	General health	10323
c_indresp_ns	 scghqc	c_scghqc	ghq: playing a useful role	10323	General health	10323
c_indresp_ns	 scghqb	c_scghqb	ghq: loss of sleep	10323	General health	10323
c_indresp_ns	 scghqb	c_scghqb	ghq: loss of sleep	10323	General health	10323
c_indresp_ns	 scghqa	c_scghqa	ghq: concentration	10323	General health	10323
c_indresp_ns	 scghqa	c_scghqa	ghq: concentration	10323	General health	10323
c_indresp_ns	scghq2_dv	c_scghq2_dv	Subjective wellbeing (GHQ): Caseness	10323	General health	10323
c_indresp_ns	scghq2_dv	c_scghq2_dv	Subjective wellbeing (GHQ): Caseness	10323	General health	10323
c_indresp_ns	scghq1_dv	c_scghq1_dv	Subjective wellbeing (GHQ): Likert	10323	General health	10323
c_indresp_ns	scghq1_dv	c_scghq1_dv	Subjective wellbeing (GHQ): Likert	10323	General health	10323
us2_b_youth	 ypsrhlth	b_ypsrhlth	would you say your health is	10323	General health	10323
us2_b_indresp	scsf1	b_scsf1	general health	10323	General health	10323
us2_b_indresp	scsf1	b_scsf1	general health	10323	General health	10323
b_indresp_ns	 scghql	b_scghql	ghq: general happiness	10323	General health	10323
b_indresp_ns	 scghql	b_scghql	ghq: general happiness	10323	General health	10323
b_indresp_ns	 scghqk	b_scghqk	ghq: believe in self-worth	10323	General health	10323
b_indresp_ns	 scghqk	b_scghqk	ghq: believe in self-worth	10323	General health	10323
b_indresp_ns	 scghqj	b_scghqj	ghq: losing confidence	10323	General health	10323
b_indresp_ns	 scghqj	b_scghqj	ghq: losing confidence	10323	General health	10323
b_indresp_ns	 scghqi	b_scghqi	ghq: unhappy or depressed	10323	General health	10323
b_indresp_ns	 scghqi	b_scghqi	ghq: unhappy or depressed	10323	General health	10323
b_indresp_ns	 scghqh	b_scghqh	ghq: ability to face problems	10323	General health	10323
b_indresp_ns	 scghqh	b_scghqh	ghq: ability to face problems	10323	General health	10323
b_indresp_ns	 scghqg	b_scghqg	ghq: enjoy day-to-day activities	10323	General health	10323
b_indresp_ns	 scghqg	b_scghqg	ghq: enjoy day-to-day activities	10323	General health	10323
b_indresp_ns	 scghqf	b_scghqf	ghq: problem overcoming difficulties	10323	General health	10323
b_indresp_ns	 scghqf	b_scghqf	ghq: problem overcoming difficulties	10323	General health	10323
b_indresp_ns	 scghqe	b_scghqe	ghq: constantly under strain	10323	General health	10323
b_indresp_ns	 scghqe	b_scghqe	ghq: constantly under strain	10323	General health	10323
b_indresp_ns	 scghqd	b_scghqd	ghq: capable of making decisions	10323	General health	10323
b_indresp_ns	 scghqd	b_scghqd	ghq: capable of making decisions	10323	General health	10323
b_indresp_ns	 scghqc	b_scghqc	ghq: playing a useful role	10323	General health	10323
b_indresp_ns	 scghqc	b_scghqc	ghq: playing a useful role	10323	General health	10323
b_indresp_ns	 scghqb	b_scghqb	ghq: loss of sleep	10323	General health	10323
b_indresp_ns	 scghqb	b_scghqb	ghq: loss of sleep	10323	General health	10323
b_indresp_ns	 scghqa	b_scghqa	ghq: concentration	10323	General health	10323
b_indresp_ns	 scghqa	b_scghqa	ghq: concentration	10323	General health	10323
b_indresp_ns	scghq2_dv	b_scghq2_dv	Subjective wellbeing (GHQ): Caseness	10323	General health	10323
b_indresp_ns	scghq2_dv	b_scghq2_dv	Subjective wellbeing (GHQ): Caseness	10323	General health	10323
b_indresp_ns	scghq1_dv	b_scghq1_dv	Subjective wellbeing (GHQ): Likert	10323	General health	10323
b_indresp_ns	scghq1_dv	b_scghq1_dv	Subjective wellbeing (GHQ): Likert	10323	General health	10323
us8_h_indresp	 scwhorurac	h_scwhorurac	Important who you are: Ethnic background	10403	Wellbeing	10402
us5_e_indresp	 scwhorurac	e_scwhorurac	important who you are: ethnic background	11001	Social attitudes	10402
ch_youth_p	 ypsdqy	ch_ypsdqy	I finish the work I'm doing	11604	Mental health and mental processes (CV19)	10402
ch_youth_p	 ypsdqx	ch_ypsdqx	I have many feats, I am easily scared	11604	Mental health and mental processes (CV19)	10402
ch_youth_p	 ypsdqw	ch_ypsdqw	I get on better with adults than with people my own age	11604	Mental health and mental processes (CV19)	10402
ch_youth_p	 ypsdqv	ch_ypsdqv	I take things that are not mine from home, school or elsewhere	11604	Mental health and mental processes (CV19)	10402
ch_youth_p	 ypsdqu	ch_ypsdqu	I think before I do things	11604	Mental health and mental processes (CV19)	10402
ch_youth_p	 ypsdqtd_dv	ch_ypsdqtd_dv	SDQ Total Difficulties Score	11604	Mental health and mental processes (CV19)	10402
ch_youth_p	 ypsdqs	ch_ypsdqs	Other children or young people pick on me or bully me	11604	Mental health and mental processes (CV19)	10402
ch_youth_p	 ypsdqr	ch_ypsdqr	I am often accused of lying or cheating	11604	Mental health and mental processes (CV19)	10402
ch_youth_p	 ypsdqq	ch_ypsdqq	I am kind to younger children	11604	Mental health and mental processes (CV19)	10402
ch_youth_p	 ypsdqp	ch_ypsdqp	I am nervous in new situations. I easily lose confidence	11604	Mental health and mental processes (CV19)	10402
ch_youth_p	 ypsdqo	ch_ypsdqo	I am easily distracted, I find it difficult to concentrate	11604	Mental health and mental processes (CV19)	10402
ch_youth_p	 ypsdqn	ch_ypsdqn	Other people my age generally like me	11604	Mental health and mental processes (CV19)	10402
ch_youth_p	 ypsdqm	ch_ypsdqm	I am often unhappy, down-hearted or tearful	11604	Mental health and mental processes (CV19)	10402
ch_youth_p	 ypsdql	ch_ypsdql	I fight a lot. I can make other people do what I want	11604	Mental health and mental processes (CV19)	10402
ch_youth_p	 ypsdqk	ch_ypsdqk	I have one good friend or more	11604	Mental health and mental processes (CV19)	10402
ch_youth_p	 ypsdqj	ch_ypsdqj	I am constantly fidgeting or squirming	11604	Mental health and mental processes (CV19)	10402
ch_youth_p	 ypsdqi	ch_ypsdqi	I am helpful if someone is hurt, upset or feeling ill	11604	Mental health and mental processes (CV19)	10402
ch_youth_p	 ypsdqha_dv	ch_ypsdqha_dv	SDQ Subscale: Hyperactivity/Inattention	11604	Mental health and mental processes (CV19)	10402
ch_youth_p	 ypsdqh	ch_ypsdqh	I worry a lot	11604	Mental health and mental processes (CV19)	10402
ch_youth_p	 ypsdqg	ch_ypsdqg	I usually do as I am told	11604	Mental health and mental processes (CV19)	10402
ch_youth_p	 ypsdqf	ch_ypsdqf	I am usually on my own. I generally play alone or keep to myself	11604	Mental health and mental processes (CV19)	10402
ch_youth_p	 ypsdqe	ch_ypsdqe	I get very angry and often lose my temper	11604	Mental health and mental processes (CV19)	10402
ch_youth_p	 ypsdqd	ch_ypsdqd	I usually share with others (food, games, pens, etc.)	11604	Mental health and mental processes (CV19)	10402
ch_youth_p	 ypsdqc	ch_ypsdqc	I get a lot of headaches, stomach-aches or sickness	11604	Mental health and mental processes (CV19)	10402
ch_youth_p	 ypsdqb	ch_ypsdqb	I am restless, I cannot stay still for long	11604	Mental health and mental processes (CV19)	10402
ch_youth_p	 ypsdqa	ch_ypsdqa	I try to be nice to other people, I care about their feelings	11604	Mental health and mental processes (CV19)	10402
cf_youth_p	 ypsdqy	cf_ypsdqy	I finish the work I'm doing	11604	Mental health and mental processes (CV19)	10402
cf_youth_p	 ypsdqx	cf_ypsdqx	I have many feats, I am easily scared	11604	Mental health and mental processes (CV19)	10402
cf_youth_p	 ypsdqw	cf_ypsdqw	I get on better with adults than with people my own age	11604	Mental health and mental processes (CV19)	10402
cf_youth_p	 ypsdqv	cf_ypsdqv	I take things that are not mine from home, school or elsewhere	11604	Mental health and mental processes (CV19)	10402
cf_youth_p	 ypsdqu	cf_ypsdqu	I think before I do things	11604	Mental health and mental processes (CV19)	10402
cf_youth_p	 ypsdqtd_dv	cf_ypsdqtd_dv	SDQ Total Difficulties Score	11604	Mental health and mental processes (CV19)	10402
cf_youth_p	 ypsdqs	cf_ypsdqs	Other children or young people pick on me or bully me	11604	Mental health and mental processes (CV19)	10402
cf_youth_p	 ypsdqr	cf_ypsdqr	I am often accused of lying or cheating	11604	Mental health and mental processes (CV19)	10402
cf_youth_p	 ypsdqq	cf_ypsdqq	I am kind to younger children	11604	Mental health and mental processes (CV19)	10402
cf_youth_p	 ypsdqp	cf_ypsdqp	I am nervous in new situations. I easily lose confidence	11604	Mental health and mental processes (CV19)	10402
cf_youth_p	 ypsdqo	cf_ypsdqo	I am easily distracted, I find it difficult to concentrate	11604	Mental health and mental processes (CV19)	10402
cf_youth_p	 ypsdqn	cf_ypsdqn	Other people my age generally like me	11604	Mental health and mental processes (CV19)	10402
cf_youth_p	 ypsdqm	cf_ypsdqm	I am often unhappy, down-hearted or tearful	11604	Mental health and mental processes (CV19)	10402
cf_youth_p	 ypsdql	cf_ypsdql	I fight a lot. I can make other people do what I want	11604	Mental health and mental processes (CV19)	10402
cf_youth_p	 ypsdqk	cf_ypsdqk	I have one good friend or more	11604	Mental health and mental processes (CV19)	10402
cf_youth_p	 ypsdqj	cf_ypsdqj	I am constantly fidgeting or squirming	11604	Mental health and mental processes (CV19)	10402
cf_youth_p	 ypsdqi	cf_ypsdqi	I am helpful if someone is hurt, upset or feeling ill	11604	Mental health and mental processes (CV19)	10402
cf_youth_p	 ypsdqha_dv	cf_ypsdqha_dv	SDQ Subscale: Hyperactivity/Inattention	11604	Mental health and mental processes (CV19)	10402
cf_youth_p	 ypsdqh	cf_ypsdqh	I worry a lot	11604	Mental health and mental processes (CV19)	10402
cf_youth_p	 ypsdqg	cf_ypsdqg	I usually do as I am told	11604	Mental health and mental processes (CV19)	10402
cf_youth_p	 ypsdqf	cf_ypsdqf	I am usually on my own. I generally play alone or keep to myself	11604	Mental health and mental processes (CV19)	10402
cf_youth_p	 ypsdqe	cf_ypsdqe	I get very angry and often lose my temper	11604	Mental health and mental processes (CV19)	10402
cf_youth_p	 ypsdqd	cf_ypsdqd	I usually share with others (food, games, pens, etc.)	11604	Mental health and mental processes (CV19)	10402
cf_youth_p	 ypsdqc	cf_ypsdqc	I get a lot of headaches, stomach-aches or sickness	11604	Mental health and mental processes (CV19)	10402
cf_youth_p	 ypsdqb	cf_ypsdqb	I am restless, I cannot stay still for long	11604	Mental health and mental processes (CV19)	10402
cf_youth_p	 ypsdqa	cf_ypsdqa	I try to be nice to other people, I care about their feelings	11604	Mental health and mental processes (CV19)	10402
cd_youth_p	 ypsdqy	cd_ypsdqy	I finish the work I'm doing	11604	Mental health and mental processes (CV19)	10402
cd_youth_p	 ypsdqx	cd_ypsdqx	I have many feats, I am easily scared	11604	Mental health and mental processes (CV19)	10402
cd_youth_p	 ypsdqw	cd_ypsdqw	I get on better with adults than with people my own age	11604	Mental health and mental processes (CV19)	10402
cd_youth_p	 ypsdqv	cd_ypsdqv	I take things that are not mine from home, school or elsewhere	11604	Mental health and mental processes (CV19)	10402
cd_youth_p	 ypsdqu	cd_ypsdqu	I think before I do things	11604	Mental health and mental processes (CV19)	10402
cd_youth_p	 ypsdqtd_dv	cd_ypsdqtd_dv	SDQ Total Difficulties Score	11604	Mental health and mental processes (CV19)	10402
cd_youth_p	 ypsdqs	cd_ypsdqs	Other children or young people pick on me or bully me	11604	Mental health and mental processes (CV19)	10402
cd_youth_p	 ypsdqr	cd_ypsdqr	I am often accused of lying or cheating	11604	Mental health and mental processes (CV19)	10402
cd_youth_p	 ypsdqq	cd_ypsdqq	I am kind to younger children	11604	Mental health and mental processes (CV19)	10402
cd_youth_p	 ypsdqp	cd_ypsdqp	I am nervous in new situations. I easily lose confidence	11604	Mental health and mental processes (CV19)	10402
cd_youth_p	 ypsdqo	cd_ypsdqo	I am easily distracted, I find it difficult to concentrate	11604	Mental health and mental processes (CV19)	10402
cd_youth_p	 ypsdqn	cd_ypsdqn	Other people my age generally like me	11604	Mental health and mental processes (CV19)	10402
cd_youth_p	 ypsdqm	cd_ypsdqm	I am often unhappy, down-hearted or tearful	11604	Mental health and mental processes (CV19)	10402
cd_youth_p	 ypsdql	cd_ypsdql	I fight a lot. I can make other people do what I want	11604	Mental health and mental processes (CV19)	10402
cd_youth_p	 ypsdqk	cd_ypsdqk	I have one good friend or more	11604	Mental health and mental processes (CV19)	10402
cd_youth_p	 ypsdqj	cd_ypsdqj	I am constantly fidgeting or squirming	11604	Mental health and mental processes (CV19)	10402
cd_youth_p	 ypsdqi	cd_ypsdqi	I am helpful if someone is hurt, upset or feeling ill	11604	Mental health and mental processes (CV19)	10402
cd_youth_p	 ypsdqha_dv	cd_ypsdqha_dv	SDQ Subscale: Hyperactivity/Inattention	11604	Mental health and mental processes (CV19)	10402
cd_youth_p	 ypsdqh	cd_ypsdqh	I worry a lot	11604	Mental health and mental processes (CV19)	10402
cd_youth_p	 ypsdqg	cd_ypsdqg	I usually do as I am told	11604	Mental health and mental processes (CV19)	10402
cd_youth_p	 ypsdqf	cd_ypsdqf	I am usually on my own. I generally play alone or keep to myself	11604	Mental health and mental processes (CV19)	10402
cd_youth_p	 ypsdqe	cd_ypsdqe	I get very angry and often lose my temper	11604	Mental health and mental processes (CV19)	10402
cd_youth_p	 ypsdqd	cd_ypsdqd	I usually share with others (food, games, pens, etc.)	11604	Mental health and mental processes (CV19)	10402
cd_youth_p	 ypsdqc	cd_ypsdqc	I get a lot of headaches, stomach-aches or sickness	11604	Mental health and mental processes (CV19)	10402
cd_youth_p	 ypsdqb	cd_ypsdqb	I am restless, I cannot stay still for long	11604	Mental health and mental processes (CV19)	10402
cd_youth_p	 ypsdqa	cd_ypsdqa	I try to be nice to other people, I care about their feelings	11604	Mental health and mental processes (CV19)	10402
us1_a_youth	 ypsdqx	a_ypsdqx	has many fears, is easily scared	10404	Emotions	10402
us1_a_youth	 ypsdqo	a_ypsdqo	is easily distracted. is difficult to concentrate	10404	Emotions	10402
us1_a_youth	 ypsdqm	a_ypsdqm	is often unhappy, downhearted or tearful	10404	Emotions	10402
us1_a_youth	 ypsdqk	a_ypsdqk	has one good friend or more	10705	Friends	10402
us1_a_youth	 ypsdqj	a_ypsdqj	constantly figets or squirms	10404	Emotions	10402
us1_a_youth	 ypsdqb	a_ypsdqb	restless and cannot stay still for long	10404	Emotions	10402
us7_g_youth	 ypsdqy	g_ypsdqy	I finish the work I m doing	10402	Personality | Temperament	10402
us7_g_youth	 ypsdqx	g_ypsdqx	I have many fears, I am easily scared	10402	Personality | Temperament	10402
us7_g_youth	 ypsdqw	g_ypsdqw	I get on better with adults than with people my own age	10402	Personality | Temperament	10402
us7_g_youth	 ypsdqv	g_ypsdqv	I take things that are not mine from home, school or elsewhere	10402	Personality | Temperament	10402
us7_g_youth	 ypsdqu	g_ypsdqu	I think before I do things	10402	Personality | Temperament	10402
us7_g_youth	 ypsdqtd_dv	g_ypsdqtd_dv	SDQ Total Difficulties Score	10402	Personality | Temperament	10402
us7_g_youth	 ypsdqs	g_ypsdqs	Other children or young people pick on me or bully me	10402	Personality | Temperament	10402
us7_g_youth	 ypsdqr	g_ypsdqr	I am often accused of lying or cheating	10402	Personality | Temperament	10402
us7_g_youth	 ypsdqq	g_ypsdqq	I am kind to younger children	10402	Personality | Temperament	10402
us7_g_youth	 ypsdqp	g_ypsdqp	I am nervous in new situations. I easily lose confidence	10402	Personality | Temperament	10402
us7_g_youth	 ypsdqo	g_ypsdqo	I am easily distracted, I find it difficult to concentrate	10402	Personality | Temperament	10402
us7_g_youth	 ypsdqn	g_ypsdqn	Other people my age generally like me	10402	Personality | Temperament	10402
us7_g_youth	 ypsdqm	g_ypsdqm	I am often unhappy, down-hearted or tearful	10402	Personality | Temperament	10402
us7_g_youth	 ypsdql	g_ypsdql	I fight a lot. I can make other people do what I want	10402	Personality | Temperament	10402
us7_g_youth	 ypsdqk	g_ypsdqk	I have one good friend or more	10402	Personality | Temperament	10402
us7_g_youth	 ypsdqj	g_ypsdqj	I am constantly fidgeting or squirming	10402	Personality | Temperament	10402
us7_g_youth	 ypsdqi	g_ypsdqi	I am helpful if someone is hurt, upset or feeling ill	10402	Personality | Temperament	10402
us7_g_youth	 ypsdqha_dv	g_ypsdqha_dv	SDQ Subscale: Hyperactivity/Inattention	10402	Personality | Temperament	10402
us7_g_youth	 ypsdqh	g_ypsdqh	I worry a lot	10402	Personality | Temperament	10402
us7_g_youth	 ypsdqg	g_ypsdqg	I usually do as I am told	10402	Personality | Temperament	10402
us7_g_youth	 ypsdqf	g_ypsdqf	I am usually on my own. I generally play alone or keep to myself	10402	Personality | Temperament	10402
us7_g_youth	 ypsdqe	g_ypsdqe	I get very angry and often lose my temper	10402	Personality | Temperament	10402
us7_g_youth	 ypsdqd	g_ypsdqd	I usually share with others (food, games, pens, etc.)	10402	Personality | Temperament	10402
us7_g_youth	 ypsdqc	g_ypsdqc	I get a lot of headaches, stomach-aches or sickness	10402	Personality | Temperament	10402
us7_g_youth	 ypsdqb	g_ypsdqb	I am restless, I cannot stay still for long	10402	Personality | Temperament	10402
us7_g_youth	 ypsdqa	g_ypsdqa	I try to be nice to other people, I care about their feelings	10402	Personality | Temperament	10402
us5_e_youth	 ypsdqy	e_ypsdqy	i finish the work i m doing	10402	Personality | Temperament	10402
us5_e_youth	 ypsdqx	e_ypsdqx	i have many fears, i am easily scared	10402	Personality | Temperament	10402
us5_e_youth	 ypsdqw	e_ypsdqw	i get on better with adults than with people my own age	10402	Personality | Temperament	10402
us5_e_youth	 ypsdqv	e_ypsdqv	i take things that are not mine from home, school or elsewhere	10402	Personality | Temperament	10402
us5_e_youth	 ypsdqu	e_ypsdqu	i think before i do things	10402	Personality | Temperament	10402
us5_e_youth	 ypsdqtd_dv	e_ypsdqtd_dv	SDQ Total Difficulties Score	10402	Personality | Temperament	10402
us5_e_youth	 ypsdqs	e_ypsdqs	other children or young people pick on me or bully me	10402	Personality | Temperament	10402
us5_e_youth	 ypsdqr	e_ypsdqr	i am often accused of lying or cheating	10402	Personality | Temperament	10402
us5_e_youth	 ypsdqq	e_ypsdqq	i am kind to younger children	10402	Personality | Temperament	10402
